title,district,Municipality,vdc,landsize,Road,price,bedroom,bathroom,builtyear,parking,direction,url
2 and half story house for sale in Nakhipot 14 Lalitpur | 9851155216 sold,Lalitpur,Lalitpur,Nakhipot,0-3-3-0,5m,"2,30,00,000",4,3,2075,Car 1,East,https://www.gharghaderi.com/house/520-2-and-half-story-house-for-sale-in-Nakhipot-14-Lalitpur/
House for sale in Satugal | 9851047524,Kathmandu,Chandragiri,Satungal,0-5-1-0,16 Ft,"2,25,00,000",4,3,2073,car 1,east,https://www.gharghaderi.com/house/481-House-for-sale-in-Satugal/
House for sale in Baneshwor |,Kathmandu,Kathmandu,New-Baneshwor,6 Aana,8m,"4,90,00,000",,,,,,https://www.gharghaderi.com/house/478-House-for-sale-in-Baneshwor/
House for sale in Banasthali Kharibot | 9861880932,Kathmandu,Nagarjun,Banasthali,0-2-1-0,20 Ft,"2,90,00,000",5,4,2075,,,https://www.gharghaderi.com/house/476-House-for-sale-in-Banasthali-Kharibot/
House for sale in Banasthali Dhungedhara | 9813741094,Kathmandu,Nagarjun,Banasthali,0-3-1-0,14 Ft,"2,30,00,000",5,4,2075,car 2+,,https://www.gharghaderi.com/house/475-House-for-sale-in-Banasthali-Dhungedhara/
House for sale in Chandragiri Balambu | 9813011115,Kathmandu,Chandragiri,Balambu,0-2-2-0,10 Ft,"1,10,00,000",4,3,2075,Car Port,East,https://www.gharghaderi.com/house/474-House-for-sale-in-Chandragiri-Balambu/
House for sale in Tokha Gairigaun | Near Grande | 9818424657,Kathmandu,Tokha,Gairigaun,0-5-0-0,13 Ft,"2,75,00,000",7,4,2075,Car 2,East,https://www.gharghaderi.com/house/473-House-for-sale-in-Tokha-Gairigaun-%7C-Near-Grande/
Fully furnished house for sale in Chapali | sold,Kathmandu,Budhanilkantha,Chapali,0-4-0-4,12 Ft,"2,50,00,000",4,4,2075,Car 2,North west,https://www.gharghaderi.com/house/472-Fully-furnished-house-for-sale-in-Chapali/
House for sale at Dachi Kathmandu | 9841138668,Kathmandu,Kageshwori-Manohara,Thali,3 Aana,13 Ft,"1,05,00,000",3,1,,car 1,,https://www.gharghaderi.com/house/469-House-for-sale-at-Dachi-Kathmandu/
House for sale in Chapali Height | 9851155216 sold,Kathmandu,Budhanilkantha,Chapali,0-5-0-0,13 Ft,"3,10,00,000",4,5+,2075,Car Port,City,https://www.gharghaderi.com/house/465-House-for-sale-in-Chapali-Height/
House for sale at Tokha Greenland | 9818424657,,,,0-3-0-0,9 Ft,"2,10,00,000",,,,,,https://www.gharghaderi.com/house/458-House-for-sale-at-Tokha-Greenland/
House for sale at Golfutaar | 9818424657,Kathmandu,Budhanilkantha,Golfutar,0-4-1-1,14 Ft,"2,85,00,000",5,4,285,off street 2+,City,https://www.gharghaderi.com/house/456-House-for-sale-at-Golfutaar/
House for sale at Boudhha Nayabasti | 9841460296,Kathmandu,Budhanilkantha,Boudha,0-3-2-0,20 Ft,"1,90,00,000",,,,,,https://www.gharghaderi.com/house/444-House-for-sale-at-Boudhha-Nayabasti/
Bungalow for sale in Kapan Budhanilkantha Kathmandu | 9808347966,Kathmandu,Budhanilkantha,Kapan,6,20 Ft,"4,00,00,000",5,5+,,Car Port,City,https://www.gharghaderi.com/house/442-Bungalow-for-sale-in-Kapan-Budhanilkantha-Kathmandu/
New house for sale in Tinthana Kathmandu | 9851036806,Kathmandu,Chandragiri,Tinthana,0,12 Ft,"2,50,00,000",4,4,,garage attached,City,https://www.gharghaderi.com/house/440-New-house-for-sale-in-Tinthana-Kathmandu/
House for sale in Pokhara | 9846572122,Kaski,PMC,Bhandari-Chowk,5 Aana,20 Ft,"2,25,00,000",,,,,,https://www.gharghaderi.com/house/432-House-for-sale-in-Pokhara/
House for sale in Pokhara | 9846572122,Kaski,PMC,Chauthe,20/40 Haat,20 Ft,"2,25,00,000",,,,,,https://www.gharghaderi.com/house/425-House-for-sale-in-Pokhara/
Brand new house for sale at Lekhanath 23 Pokhara | 9846572122,Kaski,PMC,Lekhanath,5 Aana,20 Feet,"2,25,00,000",5,2,,car 1,,https://www.gharghaderi.com/house/424-Brand-new-house-for-sale-at-Lekhanath-23-Pokhara/
House for sale in Jhapa Brittamod | 9815906038,Jhapa,Birtamod,Birtabazar,10 Dhur,20 Feet,"80,00,000",4,2,,car 2+,,https://www.gharghaderi.com/house/421-House-for-sale-in-Jhapa-Brittamod/
Godown Store for rent in Thankot Highway | 9842430848,Kathmandu,Chandragiri,Thankot,2-0-0-0,20 Ft,"1,23,456",,,,,,https://www.gharghaderi.com/house/420-Godown-Store-for-rent-in-Thankot-Highway/
House for sale in Birauta Pokhara near by of Sangrila Hotel | 9846572122,Kaski,PMC,Birauta,5 Aana,16 Feet,"1,70,00,000",4,2,,car 1,,https://www.gharghaderi.com/house/417-House-for-sale-in-Birauta-Pokhara-near-by-of-Sangrila-Hotel/
House for sale in Pokhara 13 Shanti tole | 9846572122,Kaski,PMC,BP-Marg,0-4-0-0,17 Feet,"1,70,00,000",4,1,,car 2+,west,https://www.gharghaderi.com/house/416-House-for-sale-in-Pokhara-13-Shanti-tole/
New house for sale in Kapan Sukedhara | 9823013235,Kathmandu,Budhanilkantha,Sukedhara,0-5-2-0,13 Ft,"3,18,00,000",5,5+,2075,garage attached,south east,https://www.gharghaderi.com/house/412-New-house-for-sale-in-Kapan-Sukedhara/
House for sale in Satungal Chandragiri Kathmandu | 9841206154,Kathmandu,Chandragiri,Satungal,5 Ana,12 Ft,"2,50,00,000",,,,,,https://www.gharghaderi.com/house/410-House-for-sale-in-Satungal-Chandragiri-Kathmandu/
New house for sae in Imadol Lalitpur. | 9823083578,Lalitpur,Mahalaxmi,Imadol,3 Aana,10 Ft,"1,70,00,000",5,4,2074,car 1,east,https://www.gharghaderi.com/house/409-New-house-for-sae-in-Imadol-Lalitpur./
House for sale in Ason Kathmandu | 9841427015,Kathmandu,Kathmandu,Ason,171.12,12,"1,90,00,000",,,,,,https://www.gharghaderi.com/house/407-House-for-sale-in-Ason-Kathmandu/
House for sale at Budhanilkantha Kathmandu | 9801909608,Kathmandu,Budhanilkantha,Rudreshwor,8 Aana,16 Ft,"4,80,00,000",4,3,,,north east east,https://www.gharghaderi.com/house/403-House-for-sale-at-Budhanilkantha-Kathmandu/
House for sale at Khusibu Kathmandu | 9801909608,Kathmandu,Kathmandu,Khusibu,0-7-1-0,20 Feet,"6,80,00,000",,,,,,https://www.gharghaderi.com/house/395-House-for-sale-at-Khusibu-Kathmandu/
New house for sale at Dhapasi 4 Tokha Kathmandu | 9810385879,Kathmandu,Tokha,Dhapasi,5,13 Ft,"3,25,00,000",5,5+,2075,Car Port,City,https://www.gharghaderi.com/house/393-New-house-for-sale-at-Dhapasi-4-Tokha-Kathmandu/
Brand new house at Harisiddhi 28 Lalitpur | 9841304847,Lalitpur,Harisiddhi,Harisiddhi,4,20 Ft,"2,20,00,000",5,5+,,garage attached,City,https://www.gharghaderi.com/house/391-Brand-new-house-at-Harisiddhi-28-Lalitpur/
House for sale at Kapan 10 Budhanilkantha | 9849815364,Kathmandu,Budhanilkantha,Kapan,2.5 Aana,8 Ft,"1,25,00,000",4,3,,,,https://www.gharghaderi.com/house/385-House-for-sale-at-Kapan-10-Budhanilkantha/
House for sale in Sukedhara | 9840872228,Kathmandu,Budhanilkantha,Sukedhara,0-3-0-0,13 Ft,"1,72,00,000",,,,,south west,https://www.gharghaderi.com/house/371-House-for-sale-in-Sukedhara/
Semi furnished house for sale at Samakhusi Kathmandu | 9801132733,Kathmandu,Kathmandu,Samakhusi,4 Aana,12 Ft,"2,35,00,000",5,4,2075,car 1,,https://www.gharghaderi.com/house/359-Semi-furnished-house-for-sale-at-Samakhusi-Kathmandu/
Ghar bikrima | 9843426142,Kathmandu,Kageshwori-Manohara,Kadaghari,3.2.2.,12 Ft,"1,95,00,000",,,2072,Car 1,North,https://www.gharghaderi.com/house/357-Ghar-bikrima/
1.5 story new house at Pokhara 10 Nayagaun | 9846081224,Kaski,PMC,Nayagaun,20/40,12 Feet,"1,85,00,000",3,2,,car 1,east,https://www.gharghaderi.com/house/340-1.5-story-new-house-at-Pokhara-10-Nayagaun/
